Sample,,"Baseline
Jitter (us)"
4913, 8;,8
4914, 7;,7
4915, 4;,4
4916, 0;,0
4917, 0;,0
4918, 7;,7
4919, 1;,1
4920, 9;,9
4921, 0;,0
4922, 9;,9
4923, 3;,3
4924, 5;,5
4925, 4;,4
4926, 4;,4
4927, 0;,0
4928, 8;,8
4929, 5;,5
4930, 1;,1
4931, 9;,9
4932, 4;,4
4933, 8;,8
4934, 3;,3
4935, 8;,8
4936, 1;,1
4937, 7;,7
4938, 6;,6
4939, 8;,8
4940, 5;,5
4941, 6;,6
4942, 6;,6
4943, 2;,2
4944, 4;,4
4945, 5;,5
4946, 8;,8
4947, 7;,7
4948, 7;,7
4949, 6;,6
4950, 1;,1
4951, 1;,1
4952, 0;,0
4953, 0;,0
4954, 4;,4
4955, 3;,3
4956, 3;,3
4957, 1;,1
4958, 2;,2
4959, 8;,8
4960, 5;,5
4961, 3;,3
4962, 6;,6
4963, 9;,9
4964, 7;,7
4965, 0;,0
4966, 7;,7
4967, 9;,9
4968, 3;,3
4969, 5;,5
4970, 7;,7
4971, 0;,0
4972, 9;,9
4973, 6;,6
4974, 9;,9
4975, 1;,1
4976, 0;,0
4977, 6;,6
4978, 7;,7
4979, 7;,7
4980, 0;,0
4981, 0;,0
4982, 9;,9
4983, 1;,1
4984, 8;,8
4985, 3;,3
4986, 5;,5
4987, 0;,0
4988, 7;,7
4989, 4;,4
4990, 7;,7
4991, 8;,8
4992, 4;,4
4993, 0;,0
4994, 1;,1
4995, 4;,4
4996, 3;,3
4997, 4;,4
4998, 7;,7
4999, 7;,7
5000, 4;,4
5001, 8;,8
5002, 6;,6
5003, 4;,4
5004, 9;,9
5005, 3;,3
5006, 2;,2
5007, 0;,0
5008, 1;,1
5009, 5;,5
5010, 8;,8
5011, 1;,1
5012, 6;,6
5013, 8;,8
5014, 9;,9
5015, 8;,8
5016, 3;,3
5017, 1;,1
5018, 2;,2
5019, 8;,8
5020, 6;,6
5021, 7;,7
5022, 6;,6
5023, 9;,9
5024, 6;,6
5025, 4;,4
5026, 7;,7
5027, 9;,9
5028, 2;,2
5029, 5;,5
5030, 8;,8
5031, 1;,1
5032, 9;,9
5033, 7;,7
5034, 8;,8
5035, 4;,4
5036, 0;,0
5037, 6;,6
5038, 6;,6
5039, 0;,0
5040, 4;,4
5041, 11;,11
5042, 8;,8
5043, 2;,2
5044, 3;,3
5045, 8;,8
5046, 8;,8
5047, 2;,2
5048, 6;,6
5049, 4;,4
5050, 2;,2
5051, 9;,9
5052, 4;,4
5053, 0;,0
5054, 3;,3
5055, 2;,2
5056, 4;,4
5057, 8;,8
5058, 0;,0
5059, 7;,7
5060, 5;,5
5061, 6;,6
5062, 3;,3
5063, 4;,4
5064, 5;,5
5065, 2;,2
5066, 1;,1
5067, 8;,8
5068, 2;,2
5069, 4;,4
5070, 8;,8
5071, 4;,4
5072, 6;,6
5073, 0;,0
5074, 7;,7
5075, 3;,3
5076, 3;,3
5077, 2;,2
5078, 0;,0
5079, 5;,5
5080, 1;,1
5081, 7;,7
5082, 2;,2
5083, 0;,0
5084, 1;,1
5085, 0;,0
5086, 4;,4
5087, 7;,7
5088, 6;,6
5089, 1;,1
5090, 9;,9
5091, 6;,6
5092, 5;,5
5093, 6;,6
5094, 0;,0
5095, 9;,9
5096, 8;,8
5097, 6;,6
5098, 7;,7
5099, 1;,1
5100, 7;,7
5101, 8;,8
5102, 8;,8
5103, 6;,6
5104, 2;,2
5105, 3;,3
5106, 7;,7
5107, 3;,3
5108, 1;,1
5109, 5;,5
5110, 4;,4
5111, 4;,4
5112, 5;,5
5113, 7;,7
5114, 7;,7
5115, 1;,1
5116, 6;,6
5117, 9;,9
5118, 4;,4
5119, 4;,4
5120, 5;,5
5121, 6;,6
5122, 4;,4
5123, 4;,4
5124, 6;,6
5125, 3;,3
5126, 1;,1
5127, 0;,0
5128, 1;,1
5129, 0;,0
5130, 8;,8
5131, 4;,4
5132, 3;,3
5133, 3;,3
5134, 4;,4
5135, 1;,1
5136, 1;,1
5137, 2;,2
5138, 3;,3
5139, 8;,8
5140, 6;,6
5141, 8;,8
5142, 1;,1
5143, 0;,0
5144, 7;,7
5145, 1;,1
5146, 412;,412
5147, 3;,3
5148, 5;,5
5149, 8;,8
5150, 8;,8
5151, 1;,1
5152, 8;,8
5153, 1;,1
5154, 9;,9
5155, 6;,6
5156, 0;,0
5157, 6;,6
5158, 5;,5
5159, 1;,1
5160, 9;,9
5161, 0;,0
5162, 0;,0
5163, 0;,0
5164, 3;,3
5165, 8;,8
5166, 9;,9
5167, 0;,0
5168, 7;,7
5169, 3;,3
5170, 8;,8
5171, 9;,9
5172, 4;,4
5173, 0;,0
5174, 2;,2
5175, 1;,1
5176, 116;,116
5177, 7;,7
5178, 6;,6
5179, 8;,8
5180, 4;,4
5181, 5;,5
5182, 6;,6
5183, 9;,9
5184, 8;,8
5185, 3;,3
5186, 2;,2
5187, 4;,4
5188, 5;,5
5189, 4;,4
5190, 7;,7
5191, 7;,7
5192, 6;,6
5193, 7;,7
5194, 3;,3
5195, 3;,3
5196, 0;,0
5197, 1;,1
5198, 4;,4
5199, 3;,3
5200, 5;,5
5201, 8;,8
5202, 8;,8
5203, 8;,8
5204, 8;,8
5205, 4;,4
5206, 3;,3
5207, 5;,5
5208, 2;,2
5209, 5;,5
5210, 8;,8
5211, 6;,6
5212, 2;,2
5213, 7;,7
5214, 8;,8
5215, 6;,6
5216, 0;,0
5217, 6;,6
5218, 5;,5
5219, 6;,6
5220, 0;,0
5221, 5;,5
5222, 0;,0
5223, 1;,1
5224, 0;,0
5225, 4;,4
5226, 1;,1
5227, 5;,5
5228, 6;,6
5229, 5;,5
5230, 5;,5
5231, 4;,4
5232, 5;,5
5233, 8;,8
5234, 3;,3
5235, 2;,2
5236, 4;,4
5237, 4;,4
5238, 0;,0
5239, 7;,7
5240, 5;,5
5241, 7;,7
5242, 1;,1
5243, 0;,0
5244, 9;,9
5245, 3;,3
5246, 1;,1
5247, 1;,1
5248, 1;,1
5249, 7;,7
5250, 4;,4
5251, 4;,4
5252, 0;,0
5253, 5;,5
5254, 4;,4
5255, 4;,4
5256, 3;,3
5257, 1;,1
5258, 0;,0
5259, 8;,8
5260, 6;,6
5261, 2;,2
5262, 2;,2
5263, 9;,9
5264, 5;,5
5265, 5;,5
5266, 4;,4
5267, 7;,7
5268, 6;,6
5269, 5;,5
5270, 9;,9
5271, 7;,7
5272, 4;,4
5273, 6;,6
5274, 0;,0
5275, 4;,4
5276, 5;,5
5277, 6;,6
5278, 7;,7
5279, 6;,6
5280, 5;,5
5281, 8;,8
5282, 1;,1
5283, 7;,7
5284, 1;,1
5285, 4;,4
5286, 2;,2
5287, 5;,5
5288, 6;,6
5289, 5;,5
5290, 0;,0
5291, 1;,1
5292, 1;,1
5293, 4;,4
5294, 0;,0
5295, 2;,2
5296, 7;,7
5297, 0;,0
5298, 3;,3
5299, 8;,8
5300, 4;,4
5301, 7;,7
5302, 4;,4
5303, 1;,1
5304, 4;,4
5305, 3;,3
5306, 2;,2
5307, 8;,8
5308, 9;,9
5309, 6;,6
5310, 3;,3
5311, 4;,4
5312, 3;,3
5313, 4;,4
5314, 9;,9
5315, 4;,4
5316, 3;,3
5317, 1;,1
5318, 8;,8
5319, 8;,8
5320, 8;,8
5321, 7;,7
5322, 2;,2
5323, 0;,0
5324, 1;,1
5325, 1;,1
5326, 3;,3
5327, 2;,2
5328, 1;,1
5329, 2;,2
5330, 2;,2
5331, 5;,5
5332, 7;,7
5333, 6;,6
5334, 9;,9
5335, 5;,5
5336, 0;,0
5337, 9;,9
5338, 0;,0
5339, 6;,6
5340, 7;,7
5341, 8;,8
5342, 6;,6
5343, 1;,1
5344, 4;,4
5345, 8;,8
5346, 3;,3
5347, 6;,6
5348, 6;,6
5349, 6;,6
5350, 0;,0
5351, 2;,2
5352, 6;,6
5353, 8;,8
5354, 3;,3
5355, 2;,2
5356, 3;,3
5357, 6;,6
5358, 0;,0
5359, 7;,7
5360, 5;,5
5361, 6;,6
5362, 2;,2
5363, 0;,0
5364, 9;,9
5365, 3;,3
5366, 2;,2
5367, 3;,3
5368, 5;,5
5369, 1;,1
5370, 3;,3
5371, 5;,5
5372, 6;,6
5373, 3;,3
5374, 6;,6
5375, 4;,4
5376, 3;,3
5377, 2;,2
5378, 4;,4
5379, 8;,8
5380, 5;,5
5381, 7;,7
5382, 8;,8
5383, 0;,0
5384, 9;,9
5385, 5;,5
5386, 5;,5
5387, 2;,2
5388, 7;,7
5389, 0;,0
5390, 3;,3
5391, 6;,6
5392, 1;,1
5393, 2;,2
5394, 7;,7
5395, 4;,4
5396, 4;,4
5397, 3;,3
5398, 1;,1
5399, 0;,0
5400, 0;,0
5401, 8;,8
5402, 5;,5
5403, 2;,2
5404, 8;,8
5405, 3;,3
5406, 3;,3
5407, 6;,6
5408, 7;,7
5409, 5;,5
5410, 4;,4
5411, 9;,9
5412, 4;,4
5413, 0;,0
5414, 4;,4
5415, 7;,7
5416, 1;,1
5417, 9;,9
5418, 9;,9
5419, 7;,7
5420, 4;,4
5421, 6;,6
5422, 4;,4
5423, 4;,4
5424, 8;,8
5425, 3;,3
5426, 3;,3
5427, 8;,8
5428, 8;,8
5429, 6;,6
5430, 3;,3
5431, 5;,5
5432, 7;,7
5433, 6;,6
5434, 8;,8
5435, 4;,4
5436, 3;,3
5437, 0;,0
5438, 3;,3
5439, 3;,3
5440, 2;,2
5441, 6;,6
5442, 4;,4
5443, 5;,5
5444, 0;,0
5445, 0;,0
5446, 3;,3
5447, 8;,8
5448, 7;,7
5449, 3;,3
5450, 3;,3
5451, 1;,1
5452, 8;,8
5453, 1;,1
5454, 8;,8
5455, 8;,8
5456, 0;,0
5457, 6;,6
5458, 7;,7
5459, 3;,3
5460, 3;,3
5461, 6;,6
5462, 1;,1
5463, 2;,2
5464, 7;,7
5465, 2;,2
5466, 5;,5
5467, 5;,5
5468, 6;,6
5469, 6;,6
5470, 5;,5
5471, 7;,7
5472, 4;,4
5473, 0;,0
5474, 3;,3
5475, 1;,1
5476, 1;,1
5477, 4;,4
5478, 3;,3
5479, 8;,8
5480, 5;,5
5481, 6;,6
5482, 1;,1
5483, 7;,7
5484, 9;,9
5485, 4;,4
5486, 2;,2
5487, 7;,7
5488, 7;,7
5489, 0;,0
5490, 3;,3
5491, 5;,5
5492, 6;,6
5493, 3;,3
5494, 4;,4
5495, 4;,4
5496, 3;,3
5497, 2;,2
5498, 1;,1
5499, 3;,3
5500, 0;,0
5501, 7;,7
5502, 2;,2
5503, 9;,9
5504, 9;,9
5505, 3;,3
5506, 1;,1
5507, 2;,2
5508, 6;,6
5509, 6;,6
5510, 8;,8
5511, 2;,2
5512, 3;,3
5513, 6;,6
5514, 9;,9
5515, 2;,2
5516, 7;,7
5517, 6;,6
5518, 0;,0
5519, 6;,6
5520, 6;,6
5521, 8;,8
5522, 1;,1
5523, 1;,1
5524, 0;,0
5525, 4;,4
5526, 9;,9
5527, 4;,4
5528, 6;,6
5529, 5;,5
5530, 2;,2
5531, 3;,3
5532, 0;,0
5533, 9;,9
5534, 3;,3
5535, 2;,2
5536, 2;,2
5537, 5;,5
5538, 1;,1
5539, 7;,7
5540, 5;,5
5541, 6;,6
5542, 4;,4
5543, 7;,7
5544, 0;,0
5545, 3;,3
5546, 1;,1
5547, 4;,4
5548, 6;,6
5549, 1;,1
5550, 7;,7
5551, 5;,5
5552, 7;,7
5553, 3;,3
5554, 0;,0
5555, 4;,4
5556, 0;,0
5557, 1;,1
5558, 8;,8
5559, 8;,8
5560, 3;,3
5561, 6;,6
5562, 2;,2
5563, 9;,9
5564, 0;,0
5565, 7;,7
5566, 0;,0
5567, 7;,7
5568, 7;,7
5569, 8;,8
5570, 2;,2
5571, 1;,1
5572, 2;,2
5573, 6;,6
5574, 8;,8
5575, 7;,7
5576, 0;,0
5577, 6;,6
5578, 8;,8
5579, 7;,7
5580, 6;,6
5581, 8;,8
5582, 3;,3
5583, 5;,5
5584, 2;,2
5585, 4;,4
5586, 8;,8
5587, 9;,9
5588, 6;,6
5589, 4;,4
5590, 9;,9
5591, 5;,5
5592, 0;,0
5593, 1;,1
5594, 8;,8
5595, 2;,2
5596, 1;,1
5597, 7;,7
5598, 3;,3
5599, 7;,7
5600, 4;,4
5601, 6;,6
5602, 0;,0
5603, 9;,9
5604, 9;,9
5605, 8;,8
5606, 1;,1
5607, 7;,7
5608, 4;,4
5609, 1;,1
5610, 3;,3
5611, 5;,5
5612, 6;,6
5613, 4;,4
5614, 1;,1
5615, 8;,8
5616, 4;,4
5617, 1;,1
5618, 4;,4
5619, 8;,8
5620, 3;,3
5621, 7;,7
5622, 2;,2
5623, 0;,0
5624, 1;,1
5625, 7;,7
5626, 3;,3
5627, 0;,0
5628, 0;,0
5629, 8;,8
5630, 9;,9
5631, 2;,2
5632, 9;,9
5633, 6;,6
5634, 9;,9
5635, 6;,6
5636, 0;,0
5637, 6;,6
5638, 5;,5
5639, 5;,5
5640, 4;,4
5641, 8;,8
5642, 1;,1
5643, 8;,8
5644, 6;,6
5645, 8;,8
5646, 6;,6
5647, 0;,0
5648, 6;,6
5649, 7;,7
5650, 7;,7
5651, 4;,4
5652, 1;,1
5653, 9;,9
5654, 3;,3
5655, 2;,2
5656, 3;,3
5657, 5;,5
5658, 9;,9
5659, 7;,7
5660, 0;,0
5661, 4;,4
5662, 2;,2
5663, 4;,4
5664, 0;,0
5665, 3;,3
5666, 2;,2
5667, 8;,8
5668, 5;,5
5669, 5;,5
5670, 3;,3
5671, 5;,5
5672, 2;,2
5673, 4;,4
5674, 1;,1
5675, 4;,4
5676, 3;,3
5677, 1;,1
5678, 0;,0
5679, 7;,7
5680, 5;,5
5681, 3;,3
5682, 2;,2
5683, 6;,6
5684, 9;,9
5685, 0;,0
5686, 2;,2
5687, 8;,8
5688, 6;,6
5689, 1;,1
5690, 8;,8
5691, 1;,1
5692, 3;,3
5693, 6;,6
5694, 0;,0
5695, 8;,8
5696, 0;,0
5697, 6;,6
5698, 5;,5
5699, 1;,1
5700, 6;,6
5701, 9;,9
5702, 0;,0
5703, 2;,2
5704, 0;,0
5705, 5;,5
5706, 4;,4
5707, 5;,5
5708, 6;,6
5709, 5;,5
5710, 6;,6
5711, 5;,5
5712, 4;,4
5713, 0;,0
5714, 3;,3
5715, 3;,3
5716, 363;,363
5717, 0;,0
5718, 7;,7
5719, 5;,5
5720, 5;,5
5721, 2;,2
5722, 7;,7
5723, 7;,7
5724, 8;,8
5725, 3;,3
5726, 2;,2
5727, 408;,408
5728, 7;,7
5729, 6;,6
5730, 4;,4
5731, 5;,5
5732, 6;,6
5733, 7;,7
5734, 0;,0
5735, 8;,8
5736, 3;,3
5737, 2;,2
5738, 4;,4
5739, 2;,2
5740, 5;,5
5741, 6;,6
5742, 2;,2
5743, 0;,0
5744, 9;,9
5745, 2;,2
5746, 9;,9
5747, 7;,7
5748, 6;,6
5749, 7;,7
5750, 8;,8
5751, 1;,1
5752, 8;,8
5753, 7;,7
5754, 0;,0
5755, 0;,0
5756, 1;,1
5757, 1;,1
5758, 0;,0
5759, 1;,1
5760, 3;,3
5761, 2;,2
5762, 3;,3
5763, 8;,8
5764, 7;,7
5765, 0;,0
5766, 5;,5
5767, 4;,4
5768, 6;,6
5769, 7;,7
5770, 1;,1
5771, 5;,5
5772, 2;,2
5773, 4;,4
5774, 2;,2
5775, 4;,4
5776, 3;,3
5777, 3;,3
5778, 3;,3
5779, 8;,8
5780, 4;,4
5781, 5;,5
5782, 2;,2
5783, 4;,4
5784, 4;,4
5785, 3;,3
5786, 2;,2
5787, 4;,4
5788, 8;,8
5789, 6;,6
5790, 8;,8
5791, 4;,4
5792, 7;,7
5793, 5;,5
5794, 9;,9
5795, 0;,0
5796, 3;,3
5797, 1;,1
5798, 0;,0
5799, 2;,2
5800, 5;,5
5801, 8;,8
5802, 1;,1
5803, 0;,0
5804, 3;,3
5805, 6;,6
5806, 7;,7
5807, 7;,7
5808, 2;,2
5809, 5;,5
5810, 8;,8
5811, 3;,3
5812, 7;,7
5813, 6;,6
5814, 9;,9
5815, 6;,6
5816, 0;,0
5817, 8;,8
5818, 6;,6
5819, 6;,6
5820, 5;,5
5821, 3;,3
5822, 1;,1
5823, 4;,4
5824, 6;,6
5825, 9;,9
5826, 1;,1
5827, 5;,5
5828, 3;,3
5829, 0;,0
5830, 0;,0
5831, 8;,8
5832, 4;,4
5833, 9;,9
5834, 1;,1
5835, 5;,5
5836, 3;,3
5837, 8;,8
5838, 1;,1
5839, 5;,5
5840, 0;,0
5841, 5;,5
5842, 7;,7
5843, 3;,3
5844, 9;,9
5845, 4;,4
5846, 2;,2
5847, 4;,4
5848, 3;,3
5849, 6;,6
5850, 8;,8
5851, 5;,5
5852, 6;,6
5853, 6;,6
5854, 5;,5
5855, 0;,0
5856, 3;,3
5857, 1;,1
5858, 8;,8
5859, 9;,9
5860, 1;,1
5861, 3;,3
5862, 1;,1
5863, 3;,3
5864, 4;,4
5865, 1;,1
5866, 4;,4
5867, 3;,3
5868, 1;,1
5869, 1;,1
5870, 9;,9
5871, 6;,6
5872, 7;,7
5873, 5;,5
5874, 1;,1
5875, 8;,8
5876, 0;,0
5877, 7;,7
5878, 7;,7
5879, 1;,1
5880, 6;,6
5881, 3;,3
5882, 1;,1
5883, 2;,2
5884, 4;,4
5885, 8;,8
5886, 3;,3
5887, 3;,3
5888, 6;,6
5889, 4;,4
5890, 6;,6
5891, 7;,7
5892, 1;,1
5893, 8;,8
5894, 2;,2
5895, 8;,8
5896, 3;,3
5897, 0;,0
5898, 5;,5
5899, 8;,8
5900, 4;,4
5901, 8;,8
5902, 6;,6
5903, 4;,4
5904, 0;,0
5905, 0;,0
5906, 6;,6
5907, 8;,8
5908, 3;,3
5909, 6;,6
5910, 9;,9
5911, 4;,4
5912, 6;,6
5913, 4;,4
5914, 8;,8
5915, 9;,9
5916, 3;,3
5917, 7;,7
5918, 8;,8
5919, 3;,3
5920, 1;,1
5921, 2;,2
5922, 0;,0
5923, 9;,9
5924, 8;,8
5925, 4;,4
5926, 4;,4
5927, 3;,3
5928, 2;,2
5929, 1;,1
5930, 9;,9
5931, 6;,6
5932, 7;,7
5933, 6;,6
5934, 1;,1
5935, 6;,6
5936, 1;,1
5937, 6;,6
5938, 0;,0
5939, 1;,1
5940, 2;,2
5941, 3;,3
5942, 1;,1
5943, 4;,4
5944, 7;,7
5945, 0;,0
5946, 1;,1
5947, 5;,5
5948, 6;,6
5949, 4;,4
5950, 1;,1
5951, 7;,7
5952, 4;,4
5953, 7;,7
5954, 1;,1
5955, 0;,0
5956, 8;,8
5957, 2;,2
5958, 1;,1
5959, 7;,7
5960, 5;,5
5961, 1;,1
5962, 0;,0
5963, 4;,4
5964, 0;,0
5965, 3;,3
5966, 2;,2
5967, 1;,1
5968, 7;,7
5969, 7;,7
5970, 8;,8
5971, 4;,4
5972, 7;,7
5973, 7;,7
5974, 6;,6
5975, 0;,0
5976, 3;,3
5977, 2;,2
5978, 6;,6
5979, 3;,3
5980, 1;,1
5981, 7;,7
5982, 2;,2
5983, 0;,0
5984, 4;,4
5985, 6;,6
5986, 4;,4
5987, 3;,3
5988, 1;,1
5989, 5;,5
5990, 8;,8
5991, 5;,5
5992, 5;,5
5993, 6;,6
5994, 8;,8
5995, 5;,5
5996, 3;,3
5997, 8;,8
5998, 0;,0
5999, 2;,2
6000, 7;,7
6001, 8;,8
6002, 1;,1
6003, 2;,2
6004, 7;,7
6005, 0;,0
6006, 0;,0
6007, 5;,5
6008, 1;,1
6009, 0;,0
6010, 0;,0
6011, 5;,5
6012, 9;,9
6013, 9;,9
6014, 1;,1
6015, 1;,1
6016, 4;,4
6017, 5;,5
6018, 3;,3
6019, 0;,0
6020, 5;,5
6021, 7;,7
6022, 3;,3
6023, 8;,8
6024, 9;,9
6025, 3;,3
6026, 1;,1
6027, 37;,37
6028, 3;,3
6029, 9;,9
6030, 9;,9
6031, 4;,4
6032, 7;,7
6033, 3;,3
6034, 9;,9
6035, 8;,8
6036, 3;,3
6037, 2;,2
6038, 3;,3
6039, 7;,7
6040, 0;,0
6041, 7;,7
6042, 2;,2
6043, 9;,9
6044, 8;,8
6045, 1;,1
6046, 4;,4
6047, 3;,3
6048, 1;,1
6049, 0;,0
6050, 3;,3
6051, 168;,168
6052, 1;,1
6053, 1;,1
6054, 9;,9
6055, 1;,1
6056, 0;,0
6057, 4;,4
6058, 0;,0
6059, 1;,1
6060, 2;,2
6061, 3;,3
6062, 0;,0
6063, 6;,6
6064, 0;,0
6065, 8;,8
6066, 5;,5
6067, 0;,0
6068, 6;,6
6069, 2;,2
6070, 6;,6
6071, 7;,7
6072, 0;,0
6073, 9;,9
6074, 6;,6
6075, 3;,3
6076, 3;,3
6077, 8;,8
6078, 4;,4
6079, 7;,7
6080, 6;,6
6081, 0;,0
6082, 2;,2
6083, 4;,4
6084, 0;,0
6085, 8;,8
6086, 2;,2
6087, 57;,57
6088, 3;,3
6089, 6;,6
6090, 8;,8
6091, 5;,5
6092, 1;,1
6093, 9;,9
6094, 9;,9
6095, 8;,8
6096, 6;,6
6097, 5;,5
6098, 8;,8
6099, 3;,3
6100, 1;,1
6101, 3;,3
6102, 1;,1
6103, 0;,0
6104, 3;,3
6105, 7;,7
6106, 4;,4
6107, 3;,3
6108, 5;,5
6109, 6;,6
6110, 8;,8
6111, 3;,3
6112, 7;,7
6113, 6;,6
6114, 0;,0
6115, 6;,6
6116, 5;,5
6117, 6;,6
6118, 4;,4
6119, 8;,8
6120, 3;,3
6121, 8;,8
6122, 1;,1
6123, 0;,0
6124, 6;,6
6125, 9;,9
6126, 6;,6
6127, 0;,0
6128, 6;,6
6129, 8;,8
6130, 2;,2
6131, 8;,8
6132, 2;,2
6133, 7;,7
6134, 2;,2
6135, 6;,6
6136, 3;,3
6137, 7;,7
6138, 0;,0
6139, 6;,6
6140, 4;,4
6141, 0;,0
6142, 9;,9
6143, 4;,4
6144, 0;,0
6145, 1;,1
6146, 3;,3
6147, 4;,4
6148, 5;,5
6149, 9;,9
6150, 7;,7
6151, 5;,5
6152, 5;,5
6153, 3;,3
6154, 4;,4
6155, 9;,9
6156, 5;,5
6157, 6;,6
6158, 7;,7
6159, 8;,8
6160, 1;,1
6161, 3;,3
6162, 5;,5
6163, 5;,5
6164, 8;,8
6165, 0;,0
6166, 4;,4
6167, 0;,0
6168, 1;,1
6169, 0;,0
6170, 3;,3
6171, 8;,8
6172, 2;,2
6173, 2;,2
6174, 1;,1
6175, 8;,8
6176, 1;,1
6177, 2;,2
6178, 7;,7
6179, 6;,6
6180, 1;,1
6181, 9;,9
6182, 2;,2
6183, 6;,6
6184, 7;,7
6185, 0;,0
6186, 0;,0
6187, 4;,4
6188, 6;,6
6189, 5;,5
6190, 6;,6
6191, 1;,1
6192, 8;,8
6193, 1;,1
6194, 2;,2
6195, 0;,0
6196, 4;,4
6197, 7;,7
6198, 1;,1
6199, 6;,6
6200, 5;,5
6201, 7;,7
6202, 7;,7
6203, 5;,5
6204, 4;,4
6205, 3;,3
6206, 2;,2
6207, 3;,3
6208, 6;,6
6209, 0;,0
6210, 7;,7
6211, 4;,4
6212, 7;,7
6213, 1;,1
6214, 8;,8
6215, 8;,8
6216, 3;,3
6217, 2;,2
6218, 1;,1
6219, 5;,5
6220, 6;,6
6221, 3;,3
6222, 4;,4
6223, 8;,8
6224, 3;,3
6225, 1;,1
6226, 8;,8
6227, 3;,3
6228, 1;,1
6229, 0;,0
6230, 1;,1
6231, 6;,6
6232, 8;,8
6233, 2;,2
6234, 0;,0
6235, 1;,1
6236, 0;,0
6237, 4;,4
6238, 7;,7
6239, 6;,6
6240, 9;,9
6241, 3;,3
6242, 6;,6
6243, 4;,4
6244, 6;,6
6245, 9;,9
6246, 5;,5
6247, 0;,0
6248, 6;,6
6249, 8;,8
6250, 6;,6
6251, 7;,7
6252, 8;,8
6253, 8;,8
6254, 5;,5
6255, 1;,1
6256, 4;,4
6257, 2;,2
6258, 6;,6
6259, 1;,1
6260, 5;,5
6261, 6;,6
6262, 5;,5
6263, 4;,4
6264, 7;,7
6265, 3;,3
6266, 2;,2
6267, 6;,6
6268, 7;,7
6269, 8;,8
6270, 7;,7
6271, 5;,5
6272, 6;,6
6273, 0;,0
6274, 5;,5
6275, 8;,8
6276, 8;,8
6277, 1;,1
6278, 3;,3
6279, 4;,4
6280, 4;,4
6281, 7;,7
6282, 5;,5
6283, 6;,6
6284, 8;,8
6285, 2;,2
6286, 6;,6
6287, 6;,6
6288, 2;,2
6289, 3;,3
6290, 8;,8
6291, 8;,8
6292, 4;,4
6293, 1;,1
6294, 0;,0
6295, 4;,4
6296, 4;,4
6297, 6;,6
6298, 2;,2
6299, 6;,6
6300, 4;,4
6301, 8;,8
6302, 1;,1
6303, 0;,0
6304, 6;,6
6305, 0;,0
6306, 7;,7
6307, 0;,0
6308, 350;,350
6309, 5;,5
6310, 5;,5
6311, 8;,8
6312, 3;,3
6313, 2;,2
6314, 7;,7
6315, 8;,8
6316, 5;,5
6317, 1;,1
6318, 5;,5
6319, 6;,6
6320, 8;,8
6321, 7;,7
6322, 7;,7
6323, 4;,4
6324, 0;,0
6325, 3;,3
6326, 2;,2
6327, 7;,7
6328, 2;,2
6329, 5;,5
6330, 7;,7
6331, 8;,8
6332, 3;,3
6333, 0;,0
6334, 9;,9
6335, 8;,8
6336, 3;,3
6337, 2;,2
6338, 0;,0
6339, 2;,2
6340, 1;,1
6341, 4;,4
6342, 5;,5
6343, 4;,4
6344, 9;,9
6345, 0;,0
6346, 4;,4
6347, 3;,3
6348, 1;,1
6349, 8;,8
6350, 2;,2
6351, 3;,3
6352, 8;,8
6353, 3;,3
6354, 5;,5
6355, 0;,0
6356, 1;,1
6357, 1;,1
6358, 8;,8
6359, 7;,7
6360, 1;,1
6361, 9;,9
6362, 1;,1
6363, 2;,2
6364, 1;,1
6365, 5;,5
6366, 8;,8
6367, 1;,1
6368, 6;,6
6369, 4;,4
6370, 2;,2
6371, 3;,3
6372, 8;,8
6373, 1;,1
6374, 2;,2
6375, 448;,448
6376, 2;,2
6377, 2;,2
6378, 4;,4
6379, 6;,6
6380, 5;,5
6381, 6;,6
6382, 2;,2
6383, 0;,0
6384, 0;,0
6385, 3;,3
6386, 2;,2
6387, 246;,246
6388, 8;,8
6389, 9;,9
6390, 8;,8
6391, 5;,5
6392, 1;,1
6393, 4;,4
6394, 3;,3
6395, 9;,9
6396, 3;,3
6397, 1;,1
6398, 0;,0
6399, 3;,3
6400, 1;,1
6401, 3;,3
6402, 2;,2
6403, 0;,0
6404, 4;,4
6405, 6;,6
6406, 4;,4
6407, 3;,3
6408, 1;,1
6409, 0;,0
6410, 4;,4
6411, 2;,2
6412, 7;,7
6413, 6;,6
6414, 2;,2
6415, 9;,9
6416, 4;,4
6417, 7;,7
6418, 9;,9
6419, 2;,2
6420, 7;,7
6421, 0;,0
6422, 5;,5
6423, 4;,4
6424, 6;,6
6425, 9;,9
6426, 7;,7
6427, 1;,1
6428, 6;,6
6429, 4;,4
6430, 6;,6
6431, 5;,5
6432, 2;,2
6433, 3;,3
6434, 1;,1
6435, 8;,8
6436, 1;,1
6437, 0;,0
6438, 0;,0
6439, 7;,7
6440, 5;,5
6441, 1;,1
6442, 1471;,1471
6443, 0;,0
6444, 8;,8
6445, 3;,3
6446, 2;,2
6447, 1;,1
6448, 1;,1
6449, 5;,5
6450, 9;,9
6451, 4;,4
6452, 6;,6
6453, 0;,0
6454, 3;,3
6455, 4;,4
6456, 3;,3
6457, 2;,2
6458, 1;,1
6459, 1;,1
6460, 5;,5
6461, 8;,8
6462, 2;,2
6463, 0;,0
6464, 5;,5
6465, 1;,1
